customer_id,name,business_type,city,region,signup_date
C0346,Prairie Wellness Center #2,clinic,Kansas City,Northeast,2019-02-24
C0347,Prairie Urgent Care,clinic,Hutchinson,South Central,2019-09-19
C0348,Heartland USD Office,school,Wichita,South Central,2019-02-21
C0349,Prairie High School,school,Topeka,Northeast,2021-04-25
C0350,Redbud Bistro,restaurant,Wichita,South Central,2025-05-17
C0351,Smoky Hill Wellness Center,clinic,Kansas City,Northeast,2020-07-25
C0352,Bluestem Emporium,retail,Topeka,Northeast,2024-09-05
C0353,Redbud Realty #2,office,Kansas City,Northeast,2023-06-29
C0354,Tallgrass Steakhouse #2,restaurant,Garden City,Southwest,2023-03-12
C0355,Bluestem Pediatrics #2,clinic,Salina,North Central,2021-04-07
C0356,Solomon Steakhouse #2,restaurant,Wichita,South Central,2018-08-16
C0357,Tallgrass Middle School,school,Manhattan,Northeast,2022-01-16
C0358,Walnut BBQ,restaurant,Wichita,South Central,2024-08-17
C0359,Flint Hills Taqueria #2,restaurant,Kansas City,Northeast,2018-09-21
C0360,Smoky Hill Cafe #2,restaurant,Hutchinson,South Central,2021-02-05
C0361,Prairie Kitchen,restaurant,Kansas City,Northeast,2022-12-13
C0362,Gypsum Steakhouse,restaurant,Kansas City,Northeast,2019-03-12
C0363,Redbud Trading Co #3,retail,Wichita,South Central,2021-07-31
C0364,Cedar Accounting,office,Wichita,South Central,2021-10-14
C0365,Neosho Realty #2,office,Topeka,Northeast,2019-09-09
C0366,Bluestem Senior Center,nonprofit,Wichita,South Central,2020-06-09
C0367,Prairie Taqueria #2,restaurant,Wichita,South Central,2023-04-18
C0368,Neosho Grill #2,restaurant,Lawrence,Northeast,2023-01-21
C0369,Sunflower BBQ #2,restaurant,Salina,North Central,2019-10-14
C0370,Ninnescah Steakhouse,restaurant,Dodge City,Southwest,2021-03-19
C0371,Flint Hills Realty #3,office,Kansas City,Northeast,2022-09-29
C0372,Tallgrass Taqueria,restaurant,Lawrence,Northeast,2022-04-05
C0373,Neosho Insurance #3,office,Kansas City,Northeast,2023-12-07
C0374,Smoky Hill Kitchen #2,restaurant,Wichita,South Central,2026-02-22
C0375,Konza Family Clinic,clinic,Wichita,South Central,2022-01-09
C0376,Walnut Realty,office,Wichita,South Central,2022-01-22
C0377,Sunflower Outfitters,retail,Wichita,South Central,2022-07-14
C0378,Neosho Dental #2,clinic,Hays,Northwest,2020-07-07
C0379,Ninnescah Vision Care,clinic,Salina,North Central,2019-08-16
C0380,Sunflower Steakhouse,restaurant,Wichita,South Central,2022-05-15
C0381,Heartland Diner #3,restaurant,Lawrence,Northeast,2021-04-10
C0382,Konza Accounting #3,office,Salina,North Central,2020-05-12
C0383,Redbud Family Clinic,clinic,Kansas City,Northeast,2020-02-26
C0384,Bluestem Food Bank #2,nonprofit,Wichita,South Central,2022-05-06
C0385,Solomon Vision Care,clinic,Salina,North Central,2019-11-17
C0386,Walnut Middle School,school,Pittsburg,Southeast,2025-11-07
C0387,Arkalon BBQ,restaurant,Manhattan,Northeast,2023-12-20
C0388,Walnut Mercantile,retail,Kansas City,Northeast,2021-07-11
C0389,Solomon Title Co,office,Topeka,Northeast,2021-04-06
C0390,Meadowlark Trading Co #2,retail,Salina,North Central,2018-11-21
C0391,Neosho Cafe #3,restaurant,Salina,North Central,2021-10-08
C0392,Cedar Dental,clinic,Dodge City,Southwest,2018-08-17
C0393,Ninnescah Hardware,retail,Manhattan,Northeast,2019-12-22
C0394,Redbud Urgent Care,clinic,Topeka,Northeast,2020-04-03
C0395,Konza Trading Co #2,retail,Wichita,South Central,2023-02-22
C0396,Saline Taqueria #2,restaurant,Topeka,Northeast,2021-06-24
C0397,Arkalon Kitchen,restaurant,Manhattan,Northeast,2020-08-18
C0398,Cedar Grill #2,restaurant,Hays,Northwest,2023-06-05
C0399,Smoky Hill Vision Care,clinic,Garden City,Southwest,2023-05-18
